VM,Powerstate,Template,SRM Placeholder,NIC label,Adapter,Network,Switch,Connected,Starts Connected,Mac Address,Type,IPv4 Address,IPv6 Address,Direct Path IO,Internal Sort Column,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
P-BAN9-APP-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-APP-02 Network adapter 1,,,5006c8fb-3f29-f745-cdfe-936c930be5cd,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3843,42061490-df56-2a78-be56-63502fef1fa6,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-APP-INFOREDESTI-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-ACCESS-77,USFQ-DVS,True,False,,assigned,,,,T-APP-INFOREDESTI-01 Network adapter 1,,,5006e920-f09c-5c33-7075-273be9e1f17a,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-9526,42067476-c352-ef98-7594-35b81b2c30d3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WEBWORK-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-INVESTIGACION-67,USFQ-DVS,True,True,,assigned,,,,P-WEBWORK-01 Network adapter 1,,,50061de6-e924-120b-dacc-5c88f6f8e049,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-5908,42060956-1839-0cd6-d84d-efaca69e9825,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-APP-ANSIBLE-OL9-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-74,USFQ-DVS,True,True,,assigned,,,,P-APP-ANSIBLE-OL9-01 Network adapter 1,,,500636c5-4294-5300-4091-6f448efdbb58,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-11085,4206a49f-49dd-99f2-d46b-08a94272ff1a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-NTP-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-ACCESS-77,USFQ-DVS,True,True,,assigned,,,,P-NTP-01 Network adapter 1,,,5006fa9c-8fb7-0255-7cdc-79659c7901e0,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-5026,42060295-28eb-4f14-9706-8c5dece257c7,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-APP-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-APP-01 Network adapter 1,,,500623e9-5114-4189-395b-c66cf9fb341b,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3724,42062aab-a682-e143-4ed7-0b9c839f923f,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-FIN-MS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-FINANZAS-80,USFQ-DVS,True,True,,assigned,,,,P-FIN-MS-01 Network adapter 1,,,5034add2-ac81-216e-053c-08a30d61758e,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-1307,423459e8-1fbc-2090-dbef-fd283b0431d3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ACR-CLOUD-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-ACR-CLOUD-02 Network adapter 1,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,50064f43-8cb3-1d7f-7567-b863ad07290b,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Other 3.x Linux (64-bit),Other 6.x or later Linux (64-bit),vm-9251,4206f175-54b6-45bb-20b7-d90798d58cc1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-EDUROAM-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-EDUROAM-01 Network adapter 1,,,50342bc5-0f8c-9110-4273-2b30bccda3ce,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),CentOS 7 (64-bit),vm-486,42342884-1f74-7bda-90b4-619b118cfedf,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WWW4-OL-01,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-75,USFQ-DVS,False,True,,assigned,,,,P-WWW4-OL-01 Network adapter 1,,,5034f0ec-7c95-9bf9-5036-c0c054e33a86,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-557,423414cd-aeed-c317-2ad7-3319b1676ae3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-SSB-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-SSB-01 Network adapter 1,,,50063bdb-e4e3-453b-9e0c-060279d231c7,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3722,4206e807-646e-e6a5-5535-9f6f2415dbc4,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-GW-WAF-01A,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-IMP-76,USFQ-DVS,True,True,,assigned,,,,P-IMP-GW-WAF-01A Network adapter 1,,,50343155-adb2-2c0a-d6d8-faeadf2678a4,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-8042,4234e3fe-e59c-c432-e72a-0f75d584974a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-GW-WAF-01A,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-IMP-76,USFQ-DVS,True,True,,assigned,,,,P-IMP-GW-WAF-01A Network adapter 2,,,50343155-adb2-2c0a-d6d8-faeadf2678a4,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-8042,4234e3fe-e59c-c432-e72a-0f75d584974a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-GW-WAF-01A,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,V-SRV-IMP-76,USFQ-DVS,True,True,,assigned,,,,P-IMP-GW-WAF-01A Network adapter 3,,,50343155-adb2-2c0a-d6d8-faeadf2678a4,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-8042,4234e3fe-e59c-c432-e72a-0f75d584974a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-GW-WAF-01A,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,V-SRV-IMP-76,USFQ-DVS,True,True,,assigned,,,,P-IMP-GW-WAF-01A Network adapter 4,,,50343155-adb2-2c0a-d6d8-faeadf2678a4,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-8042,4234e3fe-e59c-c432-e72a-0f75d584974a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WS-EXT-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,V-SRV-74,USFQ-DVS,True,True,,assigned,,,,P-WS-EXT-02 Network adapter 1,"Disks=000000010000000000000000,52 b2 77 af 77 99 7e 79-e6 b6 cc a6 4d 1b 25 63/1,\archpit(1AC998854F5B85CB05CDC996ED1045FF)\disk1_part1,2048,921600,\archpit(1AC998854F5B85CB05CDC996ED1045FF)\disk1_part2,923648,202752,\archpit(1AC998854F5B85CB05CDC996ED1045FF)\disk1_part3,1159168,265177088;
SliceId=1AC99885-85CB-4F5B-96C9-CD05FF4510ED
SourceArchive=10655756-3904-9215-A050-8CA59583D9BF
",,5034008a-fc5e-596b-1235-3db97af6af66,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-550,4234a6bd-bbb2-630e-3b66-b042170b6f25,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ACR-CLOUD-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-ACR-CLOUD-01 Network adapter 1,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,5006bc99-81b4-e948-4454-e98ee1fe1221,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Other 3.x Linux (64-bit),Other 6.x or later Linux (64-bit),vm-8048,4206c5b4-1050-5bd3-eff1-ef242347f64e,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-EXPEDITION-PA-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-EXPEDITION-PA-01 Network adapter 1,"ExpeditionVM 1.1.6
Created by Tobias Rice
Last update: 2.22.2019
CLI user: expedition / paloalto
WebUI user: admin / paloalto
192.168.55.134",,5034741d-9f05-91c6-5d17-1b74d7a9238f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-8033,4234070f-57ab-c9e6-591a-1705978685e0,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ZB-HAPROXY-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-74,USFQ-DVS,True,True,,assigned,,,,P-ZB-HAPROXY-01 Network adapter 1,,,50344779-d224-935b-456f-05933a56fd07,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-564,42341278-2245-a04c-40a3-650f2c714b75,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-QUALYS-SCAN-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-QUALYS-SCAN-01 Network adapter 1,"Qualys Virtual Scanner Appliance, build:qVSA-2.7.45-2",,50340415-b437-d1b4-4697-13f6d9f0364f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (32-bit),Other 2.6.x Linux (32-bit),vm-8046,423471bc-7dd2-87dc-bbd1-c1935545626b,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-QUALYS-SCAN-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-PUBLIC-192,USFQ-DVS,True,True,,assigned,,,,P-QUALYS-SCAN-01 Network adapter 2,"Qualys Virtual Scanner Appliance, build:qVSA-2.7.45-2",,50340415-b437-d1b4-4697-13f6d9f0364f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (32-bit),Other 2.6.x Linux (32-bit),vm-8046,423471bc-7dd2-87dc-bbd1-c1935545626b,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-FW-INV-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-FW-INV-01 Network adapter 1,PA-VM-10.2.9,,5006e7aa-06ac-a90c-e480-c99062c527c6,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-12212,42064c6b-c0ab-acbc-6f71-181092a0f0f8,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-FW-INV-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-FW-INV-01 Network adapter 2,PA-VM-10.2.9,,5006e7aa-06ac-a90c-e480-c99062c527c6,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-12212,42064c6b-c0ab-acbc-6f71-181092a0f0f8,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-FW-INV-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-FW-INV-01 Network adapter 3,PA-VM-10.2.9,,5006e7aa-06ac-a90c-e480-c99062c527c6,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-12212,42064c6b-c0ab-acbc-6f71-181092a0f0f8,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-CUSTOM-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-HUBI-JAIL-79,USFQ-DVS,True,True,,assigned,,,,P-CUSTOM-OLNX-01 Network adapter 1,,,50340f89-beef-1698-588c-fcdbb59b7dcc,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-476,42348b7a-bdf3-9b98-31f3-c5d16591d47d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ZB-DB-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-74,USFQ-DVS,True,True,,assigned,,,,P-ZB-DB-01 Network adapter 1,,,503444f7-8197-4da3-8c2e-b9d6f08d65bb,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-556,4234bbda-abfc-8e1a-2a92-d8b5d190b059,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-P-AD-DS-04,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,S2-SRV-3075,VM,True,True,,assigned,,,,S2-P-AD-DS-04 Network adapter 1,,,50066faf-986a-b9ea-3e04-fdfd575c8a2e,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-SANDBOX,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14176,4206503f-0c95-1eec-0dff-9b55e758e56e,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-P-ZB-DB-01,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,S2-SRV-3074,VM,False,True,,assigned,,,,S2-P-ZB-DB-01 Network adapter 1,,,50343f37-219b-86fb-6b9a-531aa52f3367,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-SANDBOX,Other 2.6.x Linux (64-bit),,vm-12158,4234a870-6ce3-faf3-1999-dadc95db8766,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-P-ZB-FE-01-S,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,S2-SRV-3074,VM,False,True,,assigned,,,,S2-P-ZB-FE-01-S Network adapter 1,,,50343430-814f-0420-dd56-177bde36ad1f,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-SANDBOX,Other 2.6.x Linux (64-bit),,vm-12162,42344a12-13b6-633c-ac07-b36da50ad983,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S-ACR-CLOUD-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,S-ACR-CLOUD-01 Network adapter 1,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,5006f51c-904e-82f2-ffa0-baa8d1e97a37,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,Other 3.x Linux (64-bit),Other 6.x or later Linux (64-bit),vm-8315,42064c88-55df-28bb-f60c-e3eded223aaf,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-LNX-ROUTER-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,TRUNK,VM,True,True,,assigned,,,,S3-LNX-ROUTER-01 Network adapter 1,,,5034d1cb-390c-6126-e1a9-2ceb493e40e7,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-9998,42345e70-6ad5-d926-7aa6-0646dbbd3ec7,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-LNX-ROUTER-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,S3-LNX-ROUTER-01 Network adapter 4,,,5034d1cb-390c-6126-e1a9-2ceb493e40e7,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-9998,42345e70-6ad5-d926-7aa6-0646dbbd3ec7,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-PA-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,S3-PA-02 Network adapter 1,PA-VM-10.1.9,,5034a2d8-e60f-c1c7-121e-d417c79749eb,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8014,423463e2-bebd-92d2-4d00-7be04ebac9fb,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-PA-02,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-PUBLIC-190,VM,True,True,,assigned,,,,S3-PA-02 Network adapter 2,PA-VM-10.1.9,,5034a2d8-e60f-c1c7-121e-d417c79749eb,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8014,423463e2-bebd-92d2-4d00-7be04ebac9fb,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-PA-02,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,S3-VLAN-4051,VM,True,True,,assigned,,,,S3-PA-02 Network adapter 3,PA-VM-10.1.9,,5034a2d8-e60f-c1c7-121e-d417c79749eb,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8014,423463e2-bebd-92d2-4d00-7be04ebac9fb,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-PA-02,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,S-CAMPUS-21,,False,True,,assigned,,,,S3-PA-02 Network adapter 4,PA-VM-10.1.9,,5034a2d8-e60f-c1c7-121e-d417c79749eb,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8014,423463e2-bebd-92d2-4d00-7be04ebac9fb,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S3-PA-02,poweredOn,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,S3-VLAN-4066,VM,True,True,,assigned,,,,S3-PA-02 Network adapter 5,PA-VM-10.1.9,,5034a2d8-e60f-c1c7-121e-d417c79749eb,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8014,423463e2-bebd-92d2-4d00-7be04ebac9fb,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S1-P-PA-02,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,False,False,,assigned,,,,S1-P-PA-02 Network adapter 1,PA-VM-10.1.9,,5034951a-7957-5e93-d3ba-03a6ec5b1159,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),PanOS 10.1.9,vm-11132,423425bb-8c88-9693-be1d-f035ab61a941,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S1-P-PA-02,poweredOff,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,S-PUBLIC-208,,False,False,,assigned,,,,S1-P-PA-02 Network adapter 2,PA-VM-10.1.9,,5034951a-7957-5e93-d3ba-03a6ec5b1159,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),PanOS 10.1.9,vm-11132,423425bb-8c88-9693-be1d-f035ab61a941,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S1-P-PA-02,poweredOff,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,S-VLAN-2010,,False,False,,assigned,,,,S1-P-PA-02 Network adapter 3,PA-VM-10.1.9,,5034951a-7957-5e93-d3ba-03a6ec5b1159,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),PanOS 10.1.9,vm-11132,423425bb-8c88-9693-be1d-f035ab61a941,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S1-P-PA-02,poweredOff,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,S-VLAN-2075,,False,False,,assigned,,,,S1-P-PA-02 Network adapter 4,PA-VM-10.1.9,,5034951a-7957-5e93-d3ba-03a6ec5b1159,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),PanOS 10.1.9,vm-11132,423425bb-8c88-9693-be1d-f035ab61a941,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S1-P-PA-02,poweredOff,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,TRUNK,VM,False,False,,assigned,,,,S1-P-PA-02 Network adapter 5,PA-VM-10.1.9,,5034951a-7957-5e93-d3ba-03a6ec5b1159,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm,CentOS 4/5/6/7 (64-bit),PanOS 10.1.9,vm-11132,423425bb-8c88-9693-be1d-f035ab61a941,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-PA-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,False,,assigned,,,,S2-PA-01 Network adapter 1,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-PA-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-PUBLIC-190,VM,True,False,,assigned,,,,S2-PA-01 Network adapter 2,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
S2-PA-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,S2-VLAN-3010,VM,True,False,,assigned,,,,S2-PA-01 Network adapter 3,PA-VM-10.1.9,,50347d64-8174-5c71-e177-fd2547d1e916,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5/6/7 (64-bit),CentOS 4/5/6/7 (64-bit),vm-8008,4234b07f-393b-06f3-7085-0d58c9cc2213,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
