Name,Message,Message type,VI SDK Server,VI SDK UUID
p-esx-02.usfq.edu.ec,Host status is green,green,,
p-esx-02.usfq.edu.ec,System Board 1 PWR_SEQ_FAIL,Green,,
p-esx-02.usfq.edu.ec,Processor 1 IERR,Green,,
p-esx-02.usfq.edu.ec,Processor 1 MCERR,Green,,
p-esx-02.usfq.edu.ec,System Board 30 BIOSPOST_TIMEOUT,Green,,
p-esx-02.usfq.edu.ec,System Board 1 SUPER_CAP_FLT,Green,,
p-esx-02.usfq.edu.ec,Processor 1 BIST_FAIL,Green,,
p-esx-02.usfq.edu.ec,System Board 1 WILL_BOOT_FAULT,Green,,
p-esx-02.usfq.edu.ec,System Board 1 HS_SYS_FLT,Green,,
p-esx-02.usfq.edu.ec,System Board 1 POWER_SYS_FLT,Green,,
p-esx-02.usfq.edu.ec,System Board 1 POWER_ON_FAIL,Green,,
p-esx-02.usfq.edu.ec,System Board 1 SEL_FULLNESS,Green,,
p-esx-02.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_ECC,Green,,
p-esx-02.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_ECC,Green,,
p-esx-02.usfq.edu.ec,Processor 1 P_CATERR,Green,,
p-esx-02.usfq.edu.ec,Processor 2 P2_CORE_VRHOT,Green,,
p-esx-02.usfq.edu.ec,Processor 1 P1_CORE_VRHOT,Green,,
p-esx-02.usfq.edu.ec,Processor 2 P2_THERMTRIP,Green,,
p-esx-02.usfq.edu.ec,Processor 1 P1_THERMTRIP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_TMP,Green,,
p-esx-02.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_TMP,Green,,
p-esx-02.usfq.edu.ec,Processor 2 P2_TEMP_SENS,Green,,
p-esx-02.usfq.edu.ec,Processor 1 P1_TEMP_SENS,Green,,
p-esx-02.usfq.edu.ec,System Board 1 TEMP_SENS_REAR,Green,,
p-esx-02.usfq.edu.ec,System Board 1 TEMP_SENS_FRONT,Green,,
p-esx-02.usfq.edu.ec,System Board 1 POWER_USAGE,Green,,
p-esx-02.usfq.edu.ec,System Board 1 P12V,Green,,
p-esx-04.usfq.edu.ec,Host status is green,green,,
p-esx-04.usfq.edu.ec,System Board 1 PWR_SEQ_FAIL,Green,,
p-esx-04.usfq.edu.ec,Processor 1 IERR,Green,,
p-esx-04.usfq.edu.ec,Processor 1 MCERR,Green,,
p-esx-04.usfq.edu.ec,System Board 30 BIOSPOST_TIMEOUT,Green,,
p-esx-04.usfq.edu.ec,System Board 1 SUPER_CAP_FLT,Green,,
p-esx-04.usfq.edu.ec,Processor 1 BIST_FAIL,Green,,
p-esx-04.usfq.edu.ec,System Board 1 WILL_BOOT_FAULT,Green,,
p-esx-04.usfq.edu.ec,System Board 1 HS_SYS_FLT,Green,,
p-esx-04.usfq.edu.ec,System Board 1 POWER_SYS_FLT,Green,,
p-esx-04.usfq.edu.ec,System Board 1 POWER_ON_FAIL,Green,,
p-esx-04.usfq.edu.ec,System Board 1 SEL_FULLNESS,Green,,
p-esx-04.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_ECC,Green,,
p-esx-04.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_ECC,Green,,
p-esx-04.usfq.edu.ec,Processor 1 P_CATERR,Green,,
p-esx-04.usfq.edu.ec,Processor 2 P2_CORE_VRHOT,Green,,
p-esx-04.usfq.edu.ec,Processor 1 P1_CORE_VRHOT,Green,,
p-esx-04.usfq.edu.ec,Processor 2 P2_THERMTRIP,Green,,
p-esx-04.usfq.edu.ec,Processor 1 P1_THERMTRIP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_TMP,Green,,
p-esx-04.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_TMP,Green,,
